Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
2536076,28-Feb-23,Missouri,Kansas City,2300 block of Blue Ridge Blvd,1,3,N/A
2535958,28-Feb-23,Missouri,Kansas City,3100 block of E 51st St,0,1,N/A
2535944,28-Feb-23,Virginia,Richmond,3019 Nine Mile Rd,0,2,N/A
2535947,28-Feb-23,Missouri,Saint Louis (Richmond Heights),2 The Blvd Saint Louis,0,1,N/A
2535541,28-Feb-23,Tennessee,Memphis,1000 block of N Watkins St,1,1,N/A
2535883,28-Feb-23,Tennessee,Chattanooga,E 52nd St,0,1,N/A
2535534,28-Feb-23,Tennessee,Memphis,Vance Ave and Abel St,0,2,N/A
2535843,28-Feb-23,Texas,Texas City,6200 block of FM 1765,0,1,N/A
2536722,28-Feb-23,Michigan,Grand Rapids,M.L.K. Jr St SE and Alto Ave SE,0,1,N/A
2536717,28-Feb-23,Illinois,Chicago,4700 block of S Elizabeth St,0,1,N/A
2537558,28-Feb-23,Pennsylvania,Erie,1600 block of Plum St,0,2,N/A
2535829,28-Feb-23,Maryland,Baltimore,500 block of Payson St,0,1,N/A
2535813,28-Feb-23,West Virginia,Saint Albans,1400 block of Cousin Dr,0,1,N/A
2535792,28-Feb-23,Florida,Tallahassee,1900 block of Lake Bradford Rd,0,1,N/A
2535786,28-Feb-23,Florida,Fountain,Singer Rd,0,1,N/A
2535770,28-Feb-23,Florida,Christmas,24000 E Colonial Dr,0,1,N/A
2536578,28-Feb-23,Tennessee,Memphis,3500 block of Allandale Rd,0,1,N/A
2535507,28-Feb-23,Illinois,Rock Island,800 block of 46th St,0,2,N/A
2535633,28-Feb-23,Texas,Katy,1000 block of Apache Falls Dr,0,1,N/A
2535712,28-Feb-23,Illinois,Chicago,1600 block of S Throop St,0,1,N/A
2535704,28-Feb-23,Illinois,Chicago,2700 block of N Kostner Ave,0,1,N/A
2535683,28-Feb-23,North Carolina,Cary,5016 Green Hope School Rd,0,1,N/A
2536553,28-Feb-23,North Carolina,Durham,4515 NC-55,1,1,N/A
2535685,28-Feb-23,Illinois,Chicago,7200 block of S Lafayette Ave,0,1,N/A
2536573,28-Feb-23,Maryland,Baltimore,1300 block of W Baltimore St,0,1,N/A
2536523,28-Feb-23,Delaware,Wilmington,2300 block of Thatcher St,0,2,N/A
2536211,28-Feb-23,Texas,Lewisville,1902 S State Hwy 121,0,2,N/A
2535596,28-Feb-23,Colorado,Pueblo,1100 block of Fearnow Ave,0,1,N/A
2535586,28-Feb-23,Colorado,Pueblo,1600 block of E 15th St,0,1,N/A
2536502,28-Feb-23,Indiana,Elkhart,1000 block of Center St,0,1,N/A
2536096,28-Feb-23,Texas,San Antonio,2106 Burnett St,1,1,N/A
2535908,28-Feb-23,District of Columbia,Washington,2845 Alabama Ave SE,0,1,N/A
2536445,28-Feb-23,Florida,Tarpon Springs,706 S Grosse Ave,0,1,N/A
2536456,28-Feb-23,Ohio,Columbus,1000 block of Arness Ave,0,1,N/A
2536453,28-Feb-23,Florida,Holiday,US-19 and Flora Ave,0,1,N/A
2536119,28-Feb-23,Ohio,Columbus,E 22nd Ave and Ontario St,0,3,N/A
2535484,28-Feb-23,Michigan,Detroit,Conant St and Nevada Ave,0,1,N/A
2536410,28-Feb-23,Texas,Houston,9200 block of Rasmus Dr,0,1,N/A
2536408,28-Feb-23,Florida,Coral Gables,2334 Ponce De Leon Blvd,0,1,N/A
2535423,28-Feb-23,Colorado,Colorado Springs,3650 Maizeland Rd,0,1,N/A
2536317,28-Feb-23,Georgia,Cartersville,Berkley Place SE,0,1,N/A
2536272,28-Feb-23,Georgia,Decatur,1450 Commerce Dr,0,1,N/A
2537002,28-Feb-23,Mississippi,Mccomb,1300 14th St,0,2,N/A
2535652,28-Feb-23,Kentucky,Covington,300 block of Madison Pike,0,1,N/A
2535667,28-Feb-23,Ohio,Goshen,7200 block of Pleasant Renner Rd,0,1,N/A
2535892,28-Feb-23,Pennsylvania,Pittsburgh,900 block of Pennsylvania Ave,0,1,N/A
2537185,28-Feb-23,Iowa,Davenport,4100 block of Fairmount Ave,0,1,N/A
2536109,28-Feb-23,California,Florin,CA-99 and Florin Rd,0,1,N/A
2537075,28-Feb-23,California,Piedmont,Boulevard Way and Crofton Ave,0,1,N/A
2537080,28-Feb-23,California,Stockton,1700 block of S El Dorado St,0,1,N/A
2536662,28-Feb-23,North Carolina,Lumberton,2400 block of State Hwy 72 W,1,1,N/A
2536176,28-Feb-23,Ohio,Columbus,5400 block of Newport Rd,0,1,N/A
2539096,28-Feb-23,Rhode Island,Providence,Pearl St and Providence St,0,1,N/A
2536130,28-Feb-23,Missouri,Saint Louis (Vinita Park),800 block of Madison St,0,1,N/A
2536099,28-Feb-23,Mississippi,Jackson,1253 Wood Village Dr,0,1,N/A
2536085,28-Feb-23,Kansas,Topeka,1611 SE 29th St,0,1,N/A
2536083,28-Feb-23,Kansas,Wichita,2000 block of S Grove St,0,1,N/A
2536931,28-Feb-23,Kentucky,Louisville,Denmark St and Bellevue Ave,0,1,N/A
2536052,28-Feb-23,Louisiana,Baton Rouge,356 Apartment Ct Dr,0,1,N/A
2536030,28-Feb-23,Tennessee,Memphis,1400 block of South Ave,0,1,N/A
2536002,28-Feb-23,Louisiana,New Orleans,2600 block of N Miro St,0,1,N/A
2535723,28-Feb-23,Illinois,Chicago,8700 block of S Lafayette Ave,0,0,N/A
2535932,27-Feb-23,Maryland,Fairlawn,14100 block of Castle Blvd,0,1,N/A
2535929,27-Feb-23,District of Columbia,Washington,Minnesota Ave SE and 25th St SE,0,1,N/A
2535927,27-Feb-23,District of Columbia,Washington,3rd St NE and K St NE,0,1,N/A
2535921,27-Feb-23,Ohio,Stow,3400 block of Adaline Dr,0,1,N/A
2535798,27-Feb-23,Virginia,Williamsburg,8185 Croaker Rd,0,1,N/A
2535902,27-Feb-23,Indiana,Indianapolis,McFarland Blvd and Sundance Dr,0,1,N/A
2536799,27-Feb-23,California,Richmond,2400 block of Aberdeen Way,0,1,N/A
2535448,27-Feb-23,Colorado,Boulder,13th St and Canyon Blvd,0,1,N/A
2535837,27-Feb-23,Kentucky,Louisville,300 block of S Clay St,0,1,N/A
2534985,27-Feb-23,Texas,Houston,7900 block of Wilmerdean St,0,1,N/A
2534789,27-Feb-23,Pennsylvania,Erie,1100 block of Garfield Ave,0,1,N/A
2535453,27-Feb-23,Nevada,North Las Vegas,1500 block of W Carey Ave,0,1,N/A
2535413,27-Feb-23,Colorado,Delta,US-50 and H-25 Rd,0,1,N/A
2534939,27-Feb-23,Florida,Tampa,3400 block of N 55th St,0,1,N/A
2535095,27-Feb-23,Texas,Houston,4500 Woodside St,0,1,N/A
2534933,27-Feb-23,Florida,Debary,74 Dirksen Dr,0,1,N/A
2538264,27-Feb-23,Florida,Boynton Beach,N/A,0,1,N/A
2535757,27-Feb-23,Florida,Miami,5100 block of NW 27th Ave,1,2,N/A
2534674,27-Feb-23,Illinois,Chicago,67 E Cermak Rd,0,2,N/A
2535658,27-Feb-23,Louisiana,Baton Rouge,650 N Ardenwood Dr,0,1,N/A
2535638,27-Feb-23,Connecticut,Bridgeport,200 block of William St,0,1,N/A
2535065,27-Feb-23,Ohio,Cleveland,E 125th St,0,1,N/A
2537363,27-Feb-23,Ohio,Cincinnati,4040 Reading Rd,0,1,N/A
2535564,27-Feb-23,Tennessee,Antioch,900 block of Bell Rd,0,1,N/A
2535554,27-Feb-23,Colorado,Colorado Springs,60 block of Easy St,0,1,N/A
2535856,27-Feb-23,Indiana,Evansville,5100 Cypress Dale Rd,1,2,N/A
2535537,27-Feb-23,Michigan,Flint,2900 block of N Saginaw St,0,1,N/A
2534960,27-Feb-23,Georgia,Stone Mountain,4871 Memorial Dr,0,1,N/A
2535611,27-Feb-23,Texas,San Antonio,4600 block of La Rte,0,2,N/A
2534810,27-Feb-23,Tennessee,Memphis,W Essex Ave and Arkansas St,2,3,N/A
2535402,27-Feb-23,Mississippi,Scooba,AR-45,0,1,N/A
2535140,27-Feb-23,Texas,Houston,7732 Airline Dr,0,1,N/A
2538075,27-Feb-23,Iowa,Rolfe,1106 Elm St,0,1,N/A
2535377,27-Feb-23,Louisiana,New Iberia,1000 block of Mississippi St,0,1,N/A
2535371,27-Feb-23,Alabama,Prattville,300 block of 6th St,0,1,N/A
2534852,27-Feb-23,Wisconsin,Milwaukee,2900 block of W Chambers St,0,1,N/A
2535327,27-Feb-23,California,Azusa,200 block of E Newburgh St,0,1,N/A
2535304,27-Feb-23,California,Antioch,1800 block of Crown Peak Way,0,1,N/A
2535295,27-Feb-23,California,Oakland,150 Hegenberger Rd,0,1,N/A
2535268,27-Feb-23,New York,Corona (Queens),N/A,0,1,N/A
2535259,27-Feb-23,New York,Brooklyn,700 block of Pennsylvania Ave,0,1,N/A
2535263,27-Feb-23,District of Columbia,Washington,3725 10th St NW,0,1,N/A
2535255,27-Feb-23,Maryland,Baltimore,4000 block of York Rd,0,1,N/A
2535247,27-Feb-23,Maryland,Oxon Hill,1100 block of Southview Dr,0,1,N/A
2535235,27-Feb-23,North Carolina,East Spencer,N Long St and E Jefferson St,0,2,N/A
2535209,27-Feb-23,Georgia,Decatur,1300 block of Oakview Ln,0,1,N/A
2535179,27-Feb-23,Pennsylvania,Philadelphia,2200 block of W Dauphin St,0,1,N/A
2535177,27-Feb-23,California,Sacramento,8000 block of Belvedere Ave,0,1,N/A
2535461,27-Feb-23,Texas,Austin,1806 W Runberg Ln,0,1,N/A
2535160,27-Feb-23,Pennsylvania,Philadelphia,800 block of E Willard St,0,1,N/A
2535129,27-Feb-23,Texas,Houston,8429 Scott St,0,1,N/A
2534751,27-Feb-23,Pennsylvania,Pittsburgh (Bloomfield),4924 Baum Blvd,0,1,N/A
2534741,27-Feb-23,Pennsylvania,Philadelphia,2700 block of W Girard Ave,0,2,N/A
2534733,27-Feb-23,Pennsylvania,Warminster,1200 block of Grenoble Rd,0,1,N/A
2534722,27-Feb-23,Indiana,Indianapolis,N/A,0,1,N/A
2534718,27-Feb-23,Indiana,Indianapolis,N/A,0,1,N/A
2534682,27-Feb-23,Kentucky,Louisville,4800 block of Cane Run Rd,0,1,N/A
2534677,27-Feb-23,Illinois,Chicago,4400 block of N Kedzie Ave,0,1,N/A
2536145,27-Feb-23,Washington,Tacoma,S Tacoma Way and Pacific Ave,0,1,N/A
2536132,27-Feb-23,Colorado,Aurora,12100 block of E 2nd Dr,0,1,N/A
2536091,27-Feb-23,Mississippi,Gulfport,Merlin Ln and Orange Grove Rd,0,1,N/A
2535319,27-Feb-23,California,Los Angeles,Valley Blvd and Bullard Ave,0,2,N/A
2536059,27-Feb-23,Oklahoma,Oklahoma City,2901 SW 44th St,0,1,N/A
2535768,27-Feb-23,Virginia,Hampton,200 block of Bannon Ct,0,1,N/A
2535992,27-Feb-23,Massachusetts,Brockton,Menlo St,0,1,N/A
2536014,27-Feb-23,Louisiana,New Orleans,3300 block of Garden Oaks Dr,0,2,N/A
2535979,27-Feb-23,Virginia,Norfolk,800 block of W 34th St,0,2,N/A
2535965,26-Feb-23,Missouri,Saint Louis (Sunset Hills),4400 block of Kennerly Rd,0,1,N/A
2535900,26-Feb-23,Virginia,Manassas,11100 block of Stagestone Way,0,1,N/A
2534485,26-Feb-23,Wisconsin,Milwaukee,N 27th St and W Ruby Ave,0,1,N/A
2534468,26-Feb-23,Minnesota,Minneapolis,2200 block of N Washington Ave,0,1,N/A
2534635,26-Feb-23,Indiana,Indianapolis,2600 block of Fox Harbour Ln,0,2,N/A
2534460,26-Feb-23,Ohio,Columbus,2700 block of W Mound St,0,1,N/A
2540353,26-Feb-23,Virginia,Woodlawn,2600 block of Loafers Rest Rd,0,1,N/A
2534377,26-Feb-23,Texas,Houston,6003 Richmond Ave,0,2,N/A
2534387,26-Feb-23,Ohio,Cincinnati,Montgomery Rd,0,1,N/A
2534104,26-Feb-23,Kansas,Topeka,3200 block of SE Topeka Blvd,0,3,N/A
2534367,26-Feb-23,Texas,Fort Worth,2100 block of Grayson Ave,0,1,N/A
2540228,26-Feb-23,Georgia,Valdosta,"400 block of E Martin Luther King, Jr Dr",0,3,N/A
2534977,26-Feb-23,Georgia,Warner Robins,613 Greenbriar Rd,0,1,N/A
2534975,26-Feb-23,Georgia,Atlanta,311 Scott St SW,0,1,N/A
2534348,26-Feb-23,District of Columbia,Washington,1200 block of Connecticut Ave NW,0,1,N/A
2535816,26-Feb-23,Alabama,Madison,117 Royal Dr,0,1,N/A
2534962,26-Feb-23,Georgia,Savannah,500 block of E Park Ave,0,1,N/A
2535808,26-Feb-23,West Virginia,Kenova,800 block of Oak St,0,1,N/A
2534300,26-Feb-23,New York,Corona (Queens),116 30 Guy Brewer Blvd,0,2,N/A
2534315,26-Feb-23,New York,Corona (Queens),Rockaway Beach Blvd and Beach 100th St,0,2,N/A
2534956,26-Feb-23,Georgia,Atlanta,1185 Oakland Ln,0,1,N/A
2535802,26-Feb-23,Louisiana,New Orleans,3300 block S Robertson St,0,1,N/A
2534336,26-Feb-23,Louisiana,New Orleans,2000 block of S Claiborne Ave,0,1,N/A
2534943,26-Feb-23,Georgia,Macon,2900 block of Churchill St,0,2,N/A
2535788,26-Feb-23,Illinois,Rockford,600 block of Bruce St,0,1,N/A
2534393,26-Feb-23,Illinois,Machesney Park,1001 West Lane Rd,0,4,N/A
2534888,26-Feb-23,South Carolina,Columbia,Bush River Rd and Zimalcrest Dr,0,1,N/A
2534885,26-Feb-23,North Carolina,Wilmington,1402 Meares St,0,2,N/A
2535737,26-Feb-23,Virginia,Richmond,N/A,0,1,N/A
2534613,26-Feb-23,Florida,Pompano Beach,401 NW 27th Ave,2,2,N/A
2534653,26-Feb-23,Virginia,Virginia Beach,Atlantic Ave and E 28th St,0,1,N/A
2534849,26-Feb-23,Michigan,Detroit,I-94 and Dickerson Ave,0,1,N/A
2534498,26-Feb-23,Louisiana,Shreveport,700 block of Rainbow Dr,2,1,N/A
2535577,26-Feb-23,Louisiana,Saint Gabriel (Iberville),Iberville St and Crozat St,0,2,N/A
2534297,26-Feb-23,Illinois,Dupo,780 McBride Ave,2,1,N/A
2535550,26-Feb-23,Louisiana,Monroe,1616 Winnsboro Rd,0,2,N/A
2534253,26-Feb-23,California,Oakland,7800 block of Bancroft Ave,0,1,N/A
2534251,26-Feb-23,Georgia,Atlanta,400 block of Edgewood Ave,0,1,N/A
2534249,26-Feb-23,California,Oakland,4200 block of International Blvd,0,1,N/A
2535517,26-Feb-23,Illinois,Kewanee,200 block of E 6th St,0,1,N/A
2534097,26-Feb-23,Michigan,Detroit,10300 block of Greensboro St,2,2,N/A
2534490,26-Feb-23,Texas,San Antonio,Division Ave,0,1,N/A
2538145,26-Feb-23,Texas,Orange,1600 block of Cherry Ave,0,1,N/A
2534576,26-Feb-23,Alabama,Gordon,20718 US Hwy 84,0,1,N/A
2534199,26-Feb-23,North Carolina,Rocky Mount,1336 W Raleigh Blvd,1,1,N/A
2536192,26-Feb-23,Ohio,Dayton,Woodward Ave,0,1,N/A
2534193,26-Feb-23,Illinois,Chicago,5800 block of S May St,0,1,N/A
2536348,26-Feb-23,Arizona,Amado,I-19 W Frontage Rd,0,1,N/A
2534948,26-Feb-23,Georgia,Hephzibah,3697 Windsor Spring Rd,0,1,N/A
2534776,26-Feb-23,Pennsylvania,Upper Darby,200 block of McKinley Ave,0,1,N/A
2535299,26-Feb-23,New York,New York (Manhattan),W 135th St and Lenox Ave,0,1,N/A
2534602,26-Feb-23,Arizona,Phoenix,75th Ave and Lower Buckeye Rd,1,1,N/A
2536241,26-Feb-23,Texas,Fort Worth,2013 Las Vegas Trl,0,1,N/A
2536238,26-Feb-23,Texas,Dallas,Congress Ave,0,1,N/A
2534164,26-Feb-23,California,La Mirada,Tacuba Dr and La Mirada Blvd,0,3,N/A
2534162,26-Feb-23,Mississippi,Biloxi,900 block of Howard Ave,0,1,N/A
2535211,26-Feb-23,California,Fullerton,3828 Franklin Ave,0,3,N/A
2535204,26-Feb-23,Pennsylvania,Philadelphia,8000 block of Gilbert St,0,1,N/A
2535197,26-Feb-23,Pennsylvania,Philadelphia,1200 block of W Lehigh Ave,0,1,N/A
2534332,26-Feb-23,Maryland,Baltimore,5501 Bowleys Ln,1,2,N/A
2535183,26-Feb-23,Pennsylvania,Philadelphia,3500 block of Kensington Ave,0,1,N/A
2534659,26-Feb-23,Tennessee,Memphis,1500 block of N Merton St,0,3,N/A
2534155,26-Feb-23,Illinois,Chicago,400 block of W Marquette Rd,0,1,N/A
2534749,26-Feb-23,Pennsylvania,Philadelphia,6200 block of Large St,0,1,N/A
2534190,26-Feb-23,Indiana,Indianapolis,4500 block of Mill View Ct,1,1,N/A
2534731,26-Feb-23,Iowa,Council Bluffs,N/A,0,1,N/A
2534197,26-Feb-23,North Carolina,Rocky Mount,2236 Meadowbrook Rd,0,1,N/A
2534170,26-Feb-23,Indiana,Evansville,900 block of N 2nd Ave,0,1,N/A
2534671,26-Feb-23,Tennessee,Chattanooga,1117 E 3rd St,0,1,N/A
2534716,26-Feb-23,Indiana,Indianapolis,N/A,0,1,N/A
2534151,26-Feb-23,Illinois,Chicago,10700 block of S Champlain Ave,0,1,N/A
2534691,26-Feb-23,Illinois,Chicago,I-90 and E 79th St,0,1,N/A
2534679,26-Feb-23,Illinois,Chicago,3600 block of W Armitage Ave,0,1,N/A
2534124,26-Feb-23,Oregon,Portland,1000 block of NE 114th Ave,1,1,N/A
2534656,26-Feb-23,Tennessee,Memphis,2700 block of St James Dr,0,1,N/A
2534174,26-Feb-23,Tennessee,Memphis,4675 S 3rd St,1,4,N/A
2534638,26-Feb-23,Connecticut,Hartford,820 Wethersfield Ave,0,1,N/A
2537034,26-Feb-23,Mississippi,Columbus,Land Rd and Downs Rd,0,1,N/A
2534521,26-Feb-23,Ohio,Dayton,2200 block of Hepburn Ave,0,1,N/A
2534516,26-Feb-23,Mississippi,Jackson,N Jefferson St and Harding St,1,1,N/A
2534585,26-Feb-23,Louisiana,New Orleans,2500 block of Derbigny St,1,1,N/A
2535158,26-Feb-23,New Jersey,Paterson,12th Ave and E 22nd St,0,1,N/A
2535062,26-Feb-23,Texas,Odessa,4000 block of Candy Ln,0,2,N/A
2534375,26-Feb-23,Ohio,Loveland,Athens Dr,0,1,N/A
2535117,26-Feb-23,Ohio,Toledo,4301 Bennett Rd,0,2,N/A
2535654,26-Feb-23,Louisiana,Napoleonville,400 block of Philosopher St,0,1,N/A
2534494,26-Feb-23,Texas,San Antonio,2500 block of Bandera Rd,0,2,N/A
2535108,26-Feb-23,Ohio,Columbus,1600 block of Striebel Rd,0,1,N/A
2534505,26-Feb-23,New York,Watertown,300 Arsenal St,0,2,N/A
2534492,26-Feb-23,Texas,San Antonio,Hwy 90 and Loop 410,0,1,N/A
2534455,25-Feb-23,Colorado,Aurora,1900 block of N Dallas St,0,1,N/A
2533855,25-Feb-23,Maryland,Laurel,14402 Laurel Pl,0,1,N/A
2533850,25-Feb-23,Texas,Fort Worth,South Freeway and Altamesa Blvd,0,2,N/A
2533832,25-Feb-23,District of Columbia,Washington,2200 block of Savannah St SE,1,2,N/A
2533943,25-Feb-23,Oklahoma,Tulsa,2505 E 88th St,0,1,N/A
2533848,25-Feb-23,Texas,Fort Worth,4025 Hemphill St,0,1,N/A
2534130,25-Feb-23,Texas,Galveston,7200 Heards Ln,0,1,N/A
2533830,25-Feb-23,Colorado,Colorado Springs,1300 block of N Academy Blvd,0,1,N/A
2533733,25-Feb-23,Kentucky,Owensboro,W 5th St and Omega St,0,2,N/A
2534360,25-Feb-23,Alabama,Montgomery,Collinwood Dr and W Woodland Dr,1,1,N/A
2533952,25-Feb-23,Alabama,Calera,11731 AL 25,0,3,N/A
2533625,25-Feb-23,Minnesota,Saint Paul,500 Dale St N,2,3,N/A
2533722,25-Feb-23,Kentucky,Louisville,Clyde Dr,0,1,N/A
2533708,25-Feb-23,Colorado,Aurora,1300 block of Macon St,0,1,N/A
2533950,25-Feb-23,District of Columbia,Washington,45th St NE and Quarles St NE,0,1,N/A
2533590,25-Feb-23,Michigan,Detroit,21600 block of Karl St,0,1,N/A
2533586,25-Feb-23,Michigan,Detroit,Cadieux Rd and E Warren Ave,0,1,N/A
2533554,25-Feb-23,Pennsylvania,Philadelphia,W Wyoming Ave and Windrim Ave,0,1,N/A
2533540,25-Feb-23,Ohio,Cleveland,6518 Quincy Ave,0,2,N/A
2535696,25-Feb-23,North Carolina,Asheville,20 Lee Garden Ln,0,1,N/A
2534120,25-Feb-23,North Carolina,Raleigh,4325 Glenwood Ave,0,1,N/A
2533529,25-Feb-23,Illinois,Chicago,7400 N Greenview Ave,0,1,N/A
2533575,25-Feb-23,North Carolina,Burlington,800 block of Avon Ave,0,1,N/A
2533527,25-Feb-23,Virginia,Roanoke,3400 block of Bennett Dr NW,0,1,N/A
2533525,25-Feb-23,Ohio,Cincinnati,Rockdale Ave and Harvey Ave,0,1,N/A
2533523,25-Feb-23,Ohio,Cincinnati,130 Hutchinson Ave,0,1,N/A
2533874,25-Feb-23,Louisiana,New Orleans,3400 block of Ursula Spencer Way,0,1,N/A
2533563,25-Feb-23,Pennsylvania,Philadelphia,2500 block of W Harold St,0,1,N/A
2535556,25-Feb-23,Tennessee,Chattanooga,N/A,0,1,N/A
2533669,25-Feb-23,Georgia,Atlanta,240 Grant St SE,0,1,N/A
2533890,25-Feb-23,Texas,San Antonio,1200 Patricia Dr,1,1,N/A
2533927,25-Feb-23,Florida,West Palm Beach,5005 Breckenridge Place,1,3,N/A
2534247,25-Feb-23,California,Oakland,8500 block of International Blvd,0,1,N/A
2535510,25-Feb-23,Alabama,Lafayette,3000 block of Co Rd 267,0,1,N/A
2534241,25-Feb-23,California,Oakland,2300 block of 35th Ave,0,2,N/A
2534237,25-Feb-23,Georgia,Atlanta,109 Parsons Pl SW,0,1,N/A
2534230,25-Feb-23,California,Fresno,400 block of San Pablo Ave,0,1,N/A
2534187,25-Feb-23,Indiana,Kokomo,1400 block E Taylor St,0,1,N/A
2535410,25-Feb-23,Mississippi,Brookhaven,Dixie Rd,0,1,N/A
2534290,25-Feb-23,Wisconsin,Milwaukee (West Allis),5630 W Lincoln Ave,1,1,N/A
2533477,25-Feb-23,New York,Brooklyn,580 Blake Ave,0,2,N/A
2535257,25-Feb-23,California,Orange Cove,8th St and J St,0,1,N/A
2534769,25-Feb-23,Pennsylvania,Reading,W Elm St and McKnight St,0,1,N/A
2533451,25-Feb-23,Indiana,Indianapolis,1300 block of N Delaware St,0,1,N/A
2535228,25-Feb-23,Pennsylvania,Philadelphia,1300 block of S Melville St,0,1,N/A
2533556,25-Feb-23,Illinois,Shipman,500 block of Young Ln,1,1,N/A
2534157,25-Feb-23,California,Oakley,2077 Main St,0,1,N/A
2534666,25-Feb-23,Tennessee,Memphis,3100 block of Simmental Hill St,0,2,N/A
2533412,25-Feb-23,Michigan,Grand Rapids (Kentwood),3333 28th St SE,0,1,N/A
2536199,25-Feb-23,Idaho,Idaho Falls (Ammon),E 49th S and S 45th E,0,1,N/A
2533400,25-Feb-23,Illinois,Chicago,1900 block of N Lawndale Ave,0,2,N/A
2534019,25-Feb-23,Arizona,Glendale,43rd Ave and Bethany Home Rd,0,1,N/A
2534578,25-Feb-23,New Jersey,Pleasantville,Ryon Ave and S Main St,0,2,N/A
2535151,25-Feb-23,New Jersey,New Brunswick,Delavan St and Joyce Kilmer Ave,0,1,N/A
2533982,25-Feb-23,Illinois,Chicago,1522 W Jarvis Ave,0,1,N/A
2533864,25-Feb-23,Missouri,Saint Louis,3100 block of Miami St,0,1,N/A
2533731,25-Feb-23,New York,Rochester,Jefferson Ave and Hawley St,0,1,N/A
2534538,25-Feb-23,Colorado,Colorado Springs,5000 block of N Carefree Cir,0,1,N/A
2534527,25-Feb-23,Colorado,Denver,Lawrence St and 24th St,0,1,N/A
2534146,25-Feb-23,Illinois,Chicago,3400 block of W 79th St,1,1,N/A
2534487,24-Feb-23,New York,Poughkeepsie,S Clinton St and Montgomery St,0,1,N/A
2533304,24-Feb-23,Oklahoma,Tulsa,E 64th St and S Peoria Ave,0,1,N/A
2533290,24-Feb-23,Minnesota,Saint Paul,N/A,0,1,N/A
2533871,24-Feb-23,Missouri,Saint Louis,4400 block of Ashland Ave,1,1,N/A
2533282,24-Feb-23,Virginia,Portsmouth,N/A,0,1,N/A
2533846,24-Feb-23,New York,New Rochelle,371 Main St,0,1,N/A
2535880,24-Feb-23,Pennsylvania,Conneautville,19185 Cole Rd,0,1,N/A
2538383,24-Feb-23,Mississippi,Clarksdale,1013 S State St,1,3,N/A
2534372,24-Feb-23,Pennsylvania,Saegertown,Lake Rd,0,1,N/A
2533175,24-Feb-23,Michigan,Warren,29000 block of Schoenherr Rd,0,1,N/A
2533152,24-Feb-23,West Virginia,Fairmont (Monongah),US-19,0,1,N/A
2533143,24-Feb-23,West Virginia,Saint Albans,2300 block of S Walnut Dr,0,1,N/A
2533747,24-Feb-23,Georgia,Atlanta,863 Ponce De Leon Ave NE,0,1,N/A
2533701,24-Feb-23,Georgia,Roswell,148 Grove Way,0,1,N/A
2533729,24-Feb-23,Georgia,Columbus,Ruben St,0,1,N/A
2533695,24-Feb-23,Georgia,Atlanta,3770 Leesburg Ct SW,0,1,N/A
2533693,24-Feb-23,Kentucky,Lexington,1198 Winburn Dr,0,1,N/A
2533780,24-Feb-23,Florida,Orlando,6400 block of N Orange Blossom Trail,1,1,N/A
2533516,24-Feb-23,Virginia,Hampton,102 Michigan Dr,0,2,N/A
2533599,24-Feb-23,North Carolina,Mount Airy,200 block of Woodbridge Dr,0,1,N/A
2533581,24-Feb-23,North Carolina,Winston Salem (Winston-salem),901 Waughtown St,0,1,N/A
2533070,24-Feb-23,North Carolina,Charlotte,N Church St and W Liddell St,0,1,N/A
2533292,24-Feb-23,Iowa,Sergeant Bluff,2169 Buchanan Ave,1,2,N/A
2533060,24-Feb-23,North Carolina,Charlotte,N Tryon St and E WT Harris Blvd,0,1,N/A
2533054,24-Feb-23,North Carolina,Charlotte,I-77 and I-85,0,1,N/A
2534630,24-Feb-23,Utah,Tooele,1120 W Utah Ave,0,1,N/A
2534282,24-Feb-23,Florida,Jacksonville,King St,0,1,N/A
2533000,24-Feb-23,Indiana,Indianapolis,I-65 and E 21st St,0,1,N/A
2534228,24-Feb-23,Georgia,Macon,Triple Hill Dr and Houston Ave,0,1,N/A
2534209,24-Feb-23,Georgia,Americus,100 block of Cherokee St,0,2,N/A
2533284,24-Feb-23,Minnesota,Saint Paul,179 Robie St E,0,3,N/A
2532955,24-Feb-23,Georgia,Decatur,3200 block of Clifton Farm Dr,0,1,N/A
2534779,24-Feb-23,Pennsylvania,York,1900 Industrial Hwy,0,1,N/A
2532924,24-Feb-23,California,El Cajon,Emerald Ave,0,2,N/A
2533313,24-Feb-23,Wisconsin,Milwaukee,2600 block of W Medford Ave,0,1,N/A
2534016,24-Feb-23,Texas,Lubbock,4401 Ave Q,0,1,N/A
2532915,24-Feb-23,District of Columbia,Washington,19th St NE and Maryland Ave NE,0,1,N/A
2532899,24-Feb-23,Texas,Houston,2399 Blodgett St,0,1,N/A
2535233,24-Feb-23,Pennsylvania,Philadelphia,1700 block of N 7th St,0,1,N/A
2534160,24-Feb-23,California,Long Beach,2100 block of Cedar Ave,0,1,N/A
2532814,24-Feb-23,Maryland,Baltimore,900 block of Franklintown Rd,0,1,N/A
2534747,24-Feb-23,Georgia,Dalton,815 Shugart Rd,0,1,N/A
2532791,24-Feb-23,Texas,Houston,Trent Rd and W Irvin Rd,0,1,N/A
2532787,24-Feb-23,Illinois,Chicago,700 block of W 61st St,0,2,N/A
2533405,24-Feb-23,Illinois,Chicago,100 block of E 95th St,0,1,N/A
